,time,X_F_target,Y_F_target,N_F_target,psi
91,91,3.426584774442725,0.0,0.007428614580122878,6.088390053979151
92,92,2.8816778784387154,0.0,0.003907021055332151,6.1618327996205595
93,93,1.1183221215612873,0.0,0.0005969731063322393,6.235505510793199
94,94,0.5734152255572675,0.0,-0.00016716968051021485,6.309218013811951
95,95,1.9999999999999825,0.0,-0.002224335668114455,6.38264992962652
96,96,3.4265847744427282,0.0,-0.006589786176469952,6.455748982757328
97,97,2.881677878438707,0.0,-0.007840600272426721,6.528573218155246
98,98,1.1183221215612962,0.0,-0.003917481680628722,6.601290943708318
99,99,0.573415225557264,0.0,-0.0024458942580582906,6.673897366094839
100,100,1.9999999999999927,0.0,-0.01000240442423468,6.746075386156437
101,101,3.4265847744427314,0.0,-0.01955022068077307,6.817690728247802
102,102,2.881677878438733,0.0,-0.018371510104658578,6.888744151463767
103,103,1.118322121561305,0.0,-0.007838561849840105,6.959371441761164
104,104,0.5734152255572673,0.0,-0.004360959085732855,7.029638174200362
105,105,2.000000000000003,0.0,-0.016318368247972087,7.099312996965344
106,106,3.4265847744427345,0.0,-0.02970285489249975,7.168256878210834
107,107,2.8816778784387247,0.0,-0.026313594993707702,7.236430106089863
108,108,1.1183221215612968,0.0,-0.010677461795673474,7.303892288753761
109,109,0.5734152255572704,0.0,-0.005686686446655894,7.370681808164311
110,110,1.9999999999999707,0.0,-0.020478184119841245,7.43672625625643
111,111,3.4265847744427242,0.0,-0.03602503473719196,7.502013035448001
112,112,2.8816778784387163,0.0,-0.03095030597579738,7.56650436607317
113,113,1.1183221215612882,0.0,-0.012212718664424924,7.63013681362161
114,114,0.5734152255572738,0.0,-0.006339038980818917,7.692830558260182
115,115,1.999999999999981,0.0,-0.02228950857169808,7.754616513641288
116,116,3.426584774442728,0.0,-0.03834947087135118,7.81559050461281
117,117,2.8816778784387083,0.0,-0.03226710880826317,7.875802373387736
118,118,1.1183221215613146,0.0,-0.01248386571066094,7.935253094749645
119,119,0.5734152255572638,0.0,-0.006359493019185888,7.993894776052698
120,120,1.9999999999999911,0.0,-0.021963281067516337,8.051769721773379
121,121,3.426584774442731,0.0,-0.0371379420630389,8.108857384296421
122,122,2.8816778784387,0.0,-0.030726960944292243,8.164935672293783
123,123,1.1183221215613064,0.0,-0.011695256496984255,8.220062153833778
124,124,0.5734152255572669,0.0,-0.0058625108039000815,8.2745827109894
125,125,2.0000000000000013,0.0,-0.019922289635782003,8.328773412196561
126,126,3.4265847744427207,0.0,-0.033145652166319005,8.3822752064494
127,127,2.881677878438726,0.0,-0.02698043174001719,8.434898399390274
128,128,1.118322121561298,0.0,-0.01010012324907303,8.486766496932322
129,129,0.57341522555727,0.0,-0.004976290618762422,8.538297774018458
